iter	Logloss
0	0.605372297
50	0.001385532104
100	0.0004478339493
150	0.0003371519924
200	0.0002866946358
250	0.0002545556397
300	0.0002314722078
350	0.0002134046426
400	0.0001974418294
450	0.0001832700372
499	0.0001730942984
